age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
51,1,133461,2,10,1,5,3,1,2,0,0,40,1
41,1,239683,13,6,1,2,3,1,2,0,0,30,0
44,3,398473,2,10,1,4,3,1,2,0,0,70,1
33,5,298785,13,6,2,11,4,1,2,0,0,40,1
33,2,123424,1,13,1,5,3,1,2,0,0,40,1
42,1,176286,6,12,1,5,3,1,2,0,0,40,1
25,1,150062,2,10,1,6,3,1,2,0,0,45,1
32,1,169240,4,9,2,8,4,1,1,0,0,38,1
32,1,288273,1,13,1,2,3,1,2,0,0,70,21
36,1,526968,13,6,2,5,6,1,1,0,0,40,1
28,1,57066,4,9,1,11,3,1,2,0,0,40,1
20,1,323573,4,9,3,3,2,1,1,0,0,20,1
35,3,368825,2,10,1,4,3,1,2,0,0,60,1
55,2,189721,4,9,1,2,3,1,2,0,0,20,1
48,1,164966,1,13,1,5,3,2,2,0,0,40,8
36,0,94954,7,11,4,0,4,1,1,0,0,20,1
34,1,202046,4,9,1,2,3,1,2,0,0,35,1
28,1,161538,1,13,3,1,4,1,1,0,0,35,1
67,1,105252,1,13,4,5,4,1,2,0,2392,40,1
37,1,200153,4,9,1,2,3,1,2,0,0,40,1
44,1,32185,4,9,3,11,6,1,2,0,0,70,1
25,1,178326,2,10,3,4,4,1,1,0,0,40,1
21,1,255957,2,10,3,5,4,1,1,4101,0,40,1
40,6,188693,11,14,1,6,3,1,2,0,0,35,1
78,1,182977,4,9,4,3,4,5,1,2964,0,40,1
34,1,159929,4,9,2,7,2,1,2,0,0,40,1
49,1,123207,4,9,3,9,4,1,1,0,0,44,1
22,1,284317,6,12,3,9,4,1,1,0,0,40,1
23,0,184699,4,9,3,0,6,5,1,0,0,40,1
60,2,154474,4,9,3,10,6,1,2,0,0,42,1
45,5,318280,4,9,4,13,4,1,2,0,0,40,1
63,1,254907,7,11,2,3,4,1,1,0,0,20,1
41,1,349221,4,9,3,2,2,5,1,0,0,35,1
47,1,335973,4,9,2,9,6,1,1,0,0,40,1
44,1,126701,4,9,2,2,6,1,2,0,0,40,1
51,1,122159,2,10,4,6,4,1,1,3325,0,40,1
46,1,187370,1,13,3,4,4,1,2,0,1504,40,1
41,1,194636,7,11,1,8,3,1,2,0,0,40,1
50,2,124793,4,9,1,2,3,1,2,0,0,30,1
47,1,192835,4,9,1,9,3,1,2,0,0,50,1
35,1,290226,4,9,3,5,4,1,2,0,0,45,1
56,1,112840,4,9,1,5,3,1,2,0,0,55,1
45,1,89325,11,14,2,6,4,1,2,0,0,45,1
48,4,33109,1,13,2,5,6,1,2,0,0,58,1
40,1,82465,2,10,1,8,3,1,2,2580,0,40,1
39,3,329980,1,13,1,5,3,1,2,15024,0,50,1
20,1,148294,2,10,3,3,2,1,2,0,0,40,1
50,1,168212,14,16,1,6,3,1,2,0,1902,65,1
38,6,343642,4,9,1,6,1,1,1,0,0,40,1
23,5,115244,1,13,3,6,2,1,1,0,0,60,1
31,1,162572,4,9,3,3,2,1,2,0,0,16,1
58,1,356067,1,13,1,9,3,1,2,0,0,40,1
66,1,271567,4,9,4,8,4,5,2,0,0,40,1
39,3,180804,4,9,1,5,3,1,2,0,0,40,1
54,2,123011,4,9,1,2,3,1,2,15024,0,52,1
26,1,109186,2,10,1,4,3,1,2,0,0,50,6
51,1,220537,4,9,2,8,4,1,1,0,0,40,1
34,1,124827,7,11,3,11,2,1,2,0,0,40,1
50,1,767403,4,9,1,8,3,1,2,3103,0,40,1
42,1,118494,2,10,1,6,3,1,2,0,0,44,1
38,1,173208,11,14,1,6,3,1,2,0,0,25,1
48,1,107373,9,4,1,7,3,1,2,0,0,40,1
33,1,26973,7,11,1,1,1,1,1,0,0,40,1
51,1,191965,4,9,4,3,6,1,1,0,0,32,1
22,1,122346,4,9,2,2,4,1,2,0,0,40,1
19,0,117201,4,9,3,0,2,1,2,0,0,30,1
41,1,198316,2,10,3,2,4,1,2,0,0,50,9
48,5,123075,11,14,1,6,3,1,2,0,0,35,1
42,1,209370,4,9,4,4,4,1,1,0,0,30,1
34,1,33117,2,10,1,3,3,1,2,0,0,40,1
23,1,129042,4,9,3,8,6,5,1,0,0,40,1
56,1,169133,4,9,1,3,3,1,2,0,0,50,35
30,1,201624,1,13,3,6,4,5,2,0,0,45,0
45,1,368561,4,9,1,5,3,1,2,0,0,55,1
48,1,207848,13,6,1,9,1,1,1,0,0,40,1
48,3,138370,11,14,6,4,4,2,2,0,0,50,8
31,1,93106,7,11,3,9,4,1,1,0,0,40,1
20,6,223515,6,12,3,3,2,1,2,0,1719,20,1
27,1,389713,2,10,3,4,4,1,2,0,0,40,1
32,1,206365,4,9,3,3,4,5,1,0,0,40,1
76,0,431192,9,4,4,0,4,1,2,0,0,2,1
19,0,241616,4,9,3,0,6,1,2,0,2001,40,1
66,3,150726,8,5,1,5,3,1,2,1409,0,1,0
37,1,123785,4,9,3,3,4,1,2,0,0,75,1
34,1,289984,4,9,2,12,6,5,1,0,0,30,1
34,0,164309,3,7,1,0,1,1,1,0,0,8,1
90,1,137018,4,9,3,3,4,1,1,0,0,40,1
23,1,137994,2,10,3,8,2,5,1,0,0,40,1
43,1,341204,2,10,2,9,4,1,1,0,0,40,1
44,1,167005,1,13,1,5,3,1,2,7688,0,60,1
24,1,34446,2,10,3,1,4,1,1,0,0,37,1
28,1,187160,5,15,2,6,6,1,2,0,0,55,1
64,0,196288,6,12,3,0,4,1,1,0,0,20,1
23,1,217961,2,10,1,3,3,1,2,0,0,40,1
20,1,74631,2,10,3,4,4,1,1,0,0,50,1
36,1,156667,1,13,1,6,3,1,2,0,1902,50,1
61,1,125155,4,9,1,8,3,1,2,0,0,40,1
53,2,263925,1,13,1,4,3,1,2,0,0,40,5
30,1,296453,1,13,1,9,3,1,2,7298,0,40,1
52,2,44728,2,10,1,4,3,1,2,0,0,55,1
38,1,193026,2,10,2,2,4,1,2,0,0,40,14
32,1,87643,1,13,1,4,3,1,2,0,0,40,1
30,2,106742,10,8,1,11,3,1,2,0,0,75,1
41,1,302122,7,11,2,2,4,1,1,0,0,40,1
49,5,193960,11,14,1,6,3,1,2,0,1902,40,1
45,1,185385,4,9,1,2,3,1,2,0,0,47,1
43,2,277647,4,9,1,5,3,1,2,0,0,35,1
61,1,128848,4,9,1,8,3,1,2,3471,0,40,1
54,1,377701,4,9,1,3,3,1,2,0,0,32,21
34,1,157886,6,12,4,3,6,1,1,0,0,40,1
49,1,175958,2,10,1,4,3,1,2,0,0,80,1
38,1,223004,2,10,3,3,2,1,2,0,0,40,1
35,1,199352,5,15,1,6,3,1,2,0,1977,80,1
36,1,29984,10,8,1,11,3,1,2,0,0,40,1
30,1,181651,1,13,1,5,3,1,2,0,0,50,1
36,1,117312,6,12,2,1,4,1,1,0,0,60,1
22,5,34029,1,13,3,6,2,1,1,0,0,20,1
38,1,132879,4,9,1,2,3,1,2,0,1902,40,1
37,1,215310,4,9,1,2,3,1,2,0,0,50,1
48,6,55863,14,16,1,6,1,1,1,0,1902,46,1
17,1,220384,3,7,3,9,2,1,2,0,0,15,1
19,2,36012,2,10,3,2,2,1,2,0,0,20,1
27,1,137645,1,13,3,4,4,5,1,0,1590,40,1
22,1,191342,1,13,3,4,2,2,2,0,0,50,27
49,1,31339,4,9,1,2,3,1,2,0,0,40,1
43,6,227910,7,11,1,6,1,1,1,0,0,40,1
43,1,173728,1,13,4,6,6,1,1,0,0,40,1
19,5,167816,4,9,2,5,4,1,1,0,0,35,1
58,2,81642,4,9,1,10,3,1,2,0,0,60,1
41,5,195258,2,10,1,13,3,1,2,0,0,40,1
31,1,232475,2,10,1,9,3,1,2,0,0,40,1
30,1,241259,7,11,1,11,3,1,2,0,0,40,1
32,1,118161,4,9,1,13,3,1,2,0,0,40,1
29,1,201954,1,13,3,5,4,1,2,0,0,35,1
42,1,150533,2,10,1,5,3,1,2,7298,0,52,1
38,1,412296,4,9,2,2,2,1,2,0,0,28,1
41,4,133060,6,12,1,6,3,1,2,0,0,40,1
44,2,120539,1,13,3,4,4,1,2,0,0,50,1
31,1,196025,14,16,6,6,4,2,2,0,0,60,12
34,1,107793,4,9,2,2,4,1,2,0,0,40,1
21,1,163870,2,10,3,9,2,1,2,0,0,40,1
22,2,361280,1,13,3,6,2,2,2,0,0,20,8
62,1,92178,13,6,1,8,3,1,2,0,0,40,1
19,0,80710,4,9,3,0,2,1,1,0,0,40,1
29,3,260729,4,9,1,4,1,1,1,0,1977,25,1
43,1,182254,2,10,2,6,6,1,1,0,0,40,1
68,0,140282,9,4,1,0,3,1,2,0,0,8,1
45,3,149865,1,13,1,8,3,1,2,0,0,60,1
39,3,218184,8,5,1,5,3,1,2,0,1651,40,21
41,1,118619,1,13,1,5,3,5,2,0,0,50,1
34,2,196791,6,12,1,6,1,1,1,0,0,25,1
34,5,167999,4,9,2,9,6,1,1,0,0,33,1
31,1,51259,1,13,3,6,4,1,2,0,0,47,1
29,1,131088,4,9,3,7,2,1,2,0,0,25,1
41,1,118212,1,13,1,2,3,1,2,3103,0,40,1
41,1,293791,7,11,1,11,3,1,2,0,0,55,1
35,3,289430,11,14,1,4,3,1,2,0,0,45,21
33,1,35378,1,13,1,4,1,1,1,0,0,45,1
37,6,60227,1,13,3,9,4,1,2,0,0,38,1
69,1,168139,4,9,1,4,1,1,1,0,0,40,1
34,1,290763,4,9,2,7,2,1,1,0,0,40,1
60,3,226355,7,11,1,8,3,1,2,0,2415,70,0
36,1,51100,2,10,1,2,3,1,2,0,0,40,1
41,1,227644,4,9,1,11,3,1,2,0,0,50,1
58,5,205267,1,13,1,6,1,1,1,0,0,40,1
53,1,288020,1,13,1,6,3,2,2,0,0,40,9
29,1,140863,2,10,1,1,3,1,2,0,0,40,1
45,4,170915,4,9,2,1,4,1,1,4865,0,40,1
34,6,50178,2,10,1,5,3,1,2,0,0,38,1
36,1,112497,1,13,1,1,3,1,2,0,0,40,1
48,1,95244,2,10,2,3,6,5,1,0,0,35,1
20,1,117606,7,11,3,9,2,1,1,0,0,40,1
35,1,89508,4,9,1,11,3,1,2,0,0,50,1
63,4,124244,4,9,4,7,4,5,2,0,0,40,1
41,2,154374,2,10,2,3,6,1,2,0,0,45,1
28,1,294936,1,13,1,6,3,1,2,0,0,45,1
30,1,347132,2,10,3,8,4,5,1,0,0,40,1
34,0,181934,4,9,2,0,4,1,1,0,0,40,1
31,1,316672,4,9,3,3,6,1,1,0,0,40,21
37,1,189382,7,11,3,9,2,1,1,0,0,38,1
42,0,184018,2,10,2,0,6,1,2,0,0,40,1
31,1,184307,2,10,1,5,3,1,2,0,0,50,19
46,2,246212,11,14,1,5,3,1,2,0,0,45,1
35,4,250504,4,9,1,9,3,5,2,0,0,60,1
27,1,138705,4,9,1,2,3,1,2,0,0,53,1
41,1,328447,12,2,1,2,3,1,2,0,0,35,21
19,1,194608,2,10,3,3,2,1,1,0,0,20,1
20,1,230891,2,10,3,4,4,1,2,0,0,45,1
59,4,212448,4,9,4,4,6,1,1,0,0,40,6
40,1,214010,1,13,3,3,4,1,2,0,0,37,1
56,2,200235,2,10,1,4,3,1,2,0,0,60,1
33,1,354573,11,14,1,6,3,1,2,15024,0,44,1
30,3,205733,2,10,3,5,4,1,1,0,0,60,1
46,1,185041,4,9,1,8,3,1,2,0,0,50,1
61,3,84409,4,9,1,5,3,1,2,0,0,35,1
50,3,293196,4,9,1,5,3,1,2,7298,0,40,1
25,1,241626,4,9,3,3,2,1,2,0,0,30,1
40,1,520586,2,10,2,9,6,1,1,0,0,39,1
24,0,35633,2,10,3,0,4,1,2,0,0,40,0
51,1,302847,4,9,1,2,3,1,2,0,0,54,1
43,6,165309,4,9,1,13,3,1,2,0,0,40,1
34,1,117529,2,10,1,10,3,1,2,0,0,54,21
46,1,106092,4,9,1,5,3,1,2,0,0,45,1
28,6,445824,11,14,1,6,1,1,1,0,0,50,1
26,1,227332,1,13,3,11,6,2,2,0,0,40,0
20,1,275691,4,9,3,7,2,1,2,0,0,28,1
44,1,193459,7,11,1,2,3,1,2,3411,0,40,1
51,1,284329,4,9,4,11,6,1,2,0,0,40,1
33,1,114691,1,13,1,4,3,1,2,0,0,60,1
54,1,96062,6,12,1,1,3,1,2,0,0,40,1
50,1,133963,1,13,1,6,1,1,1,0,1977,40,1
33,1,178506,4,9,2,9,4,5,1,0,0,40,1
65,1,350498,1,13,1,9,3,1,2,10605,0,20,1
22,0,131573,2,10,3,0,2,1,1,0,0,8,1
88,2,206291,5,15,1,6,3,1,2,0,0,40,1
40,1,182302,4,9,2,11,4,1,2,0,0,40,1
51,1,241346,4,9,2,9,4,1,1,0,0,43,1
50,1,157043,3,7,2,3,4,5,1,0,0,40,1
25,1,404616,11,14,1,10,4,1,2,0,0,99,1
20,1,411862,7,11,3,3,4,1,2,0,0,30,1
47,1,183013,4,9,1,3,3,1,2,0,0,40,1
58,0,169982,2,10,1,0,3,1,2,0,0,40,1
22,1,188544,7,11,3,9,2,1,1,0,0,30,1
50,6,356619,4,9,1,6,3,1,2,0,0,48,1
47,1,45857,4,9,3,9,6,1,1,0,0,40,1
24,5,289886,3,7,3,3,4,2,2,0,0,45,1
50,0,146015,4,9,1,0,3,1,2,0,0,40,1
40,1,216237,1,13,2,5,4,1,1,0,0,45,1
36,1,416745,1,13,1,6,3,1,2,0,0,40,1
32,1,202952,4,9,1,9,3,1,2,0,0,40,1
44,1,167725,4,9,1,2,3,1,2,0,0,40,1
51,0,165637,11,14,1,0,3,1,2,0,0,40,1
59,4,43280,2,10,3,5,2,5,1,0,0,40,1
65,1,118779,4,9,1,2,3,1,2,0,0,30,1
24,6,191269,1,13,3,9,4,1,1,0,0,65,1
27,5,247507,1,13,3,6,2,1,2,0,0,35,1
51,1,239155,7,11,2,3,4,1,2,0,0,40,1
48,1,182862,2,10,1,2,3,1,2,0,0,40,1
39,1,33886,4,9,1,11,3,1,2,0,0,60,1
28,1,444304,1,13,1,1,3,1,2,0,0,40,1
19,1,187161,2,10,3,3,2,1,1,0,0,25,1
49,5,116892,1,13,2,6,4,5,1,0,0,40,1
51,5,176813,6,12,1,6,3,1,2,0,0,60,1
59,1,151616,11,14,1,6,3,1,2,0,0,55,1
18,1,240747,4,9,3,8,2,1,1,0,0,40,24
50,1,75472,4,9,1,2,3,1,2,4386,0,40,0
45,4,320818,4,9,1,9,3,5,2,0,0,80,1
30,5,235271,1,13,1,6,3,1,2,0,0,50,1
37,1,166497,1,13,2,2,4,1,2,0,0,35,1
44,1,344060,1,13,3,3,4,1,2,0,0,40,1
33,1,221196,2,10,1,2,3,5,2,0,0,40,1
61,3,113544,11,14,1,4,3,1,2,0,0,40,1
61,5,321117,4,9,1,13,3,1,2,0,0,40,1
38,1,79619,1,13,1,4,3,1,2,0,0,42,1
22,0,42004,2,10,3,0,2,1,2,0,0,30,1
36,1,135289,4,9,1,8,3,1,2,0,0,45,1
44,3,320984,2,10,1,4,3,1,2,5178,0,60,1
37,1,203070,2,10,4,9,2,1,2,0,0,62,1
31,1,32406,2,10,2,2,6,1,1,0,0,20,1
54,1,99185,14,16,1,6,3,1,2,15024,0,45,1
20,1,205839,2,10,3,3,2,1,2,0,0,16,1
63,0,150389,1,13,4,0,4,1,1,0,0,40,1
48,2,243631,2,10,1,2,3,3,2,7688,0,40,1
33,0,163003,4,9,2,0,4,2,1,0,0,41,12
31,1,231263,1,13,2,5,4,1,2,4650,0,45,1
38,1,200818,5,15,1,6,3,1,2,0,0,40,1
45,2,247379,4,9,1,2,3,1,2,0,0,40,1
48,1,349151,4,9,1,2,3,1,2,0,0,40,1
53,1,22154,2,10,1,2,3,1,2,0,0,40,1
55,1,176317,4,9,4,9,2,1,1,0,0,40,1
38,1,22245,11,14,1,11,3,1,2,0,0,72,0
29,1,236436,4,9,3,9,4,1,1,0,0,40,1
36,1,354078,1,13,1,6,3,1,2,0,0,60,1
42,2,166813,2,10,1,10,3,1,2,0,0,60,1
50,1,358740,4,9,2,9,6,1,1,0,0,40,3
75,2,208426,5,15,1,6,3,1,2,0,0,35,1
46,1,265266,1,13,1,6,3,1,2,0,1902,40,1
52,4,31838,4,9,2,9,6,1,1,0,0,40,1
27,1,175034,1,13,3,9,4,1,1,0,0,40,1
43,1,413297,4,9,1,2,3,1,2,0,0,45,1
31,1,106347,3,7,4,3,4,5,1,0,0,42,1
23,1,174754,2,10,3,4,4,1,1,0,0,30,1
34,1,441454,4,9,3,4,4,1,1,0,0,24,1
41,2,209344,4,9,1,4,5,1,1,0,0,40,13
31,1,185732,4,9,3,3,2,1,1,0,0,30,1
42,1,65372,2,10,3,9,2,1,1,0,0,40,1
35,1,33975,11,14,3,6,4,1,2,0,0,45,1
55,1,326297,4,9,4,9,4,1,1,0,0,25,1
36,6,194630,4,9,4,5,4,1,1,0,0,40,1
65,2,167414,4,9,1,5,3,1,2,0,0,59,1
38,5,165799,2,10,3,3,4,1,2,0,0,12,1
62,1,192866,2,10,4,3,4,1,1,0,0,20,1
54,3,166459,5,15,1,6,3,1,2,99999,0,60,1
49,1,148995,4,9,2,9,4,1,2,0,0,40,1
34,1,190040,4,9,1,9,1,1,1,0,0,40,1
32,1,209432,4,9,3,7,2,1,1,0,0,40,1
51,3,229465,11,14,1,5,3,1,2,15024,0,50,1
48,2,397466,2,10,1,5,3,1,2,0,0,60,1
30,1,283767,4,9,1,9,3,1,2,0,0,40,0
52,4,202452,4,9,2,9,4,1,1,0,0,43,1
28,2,218555,2,10,3,11,4,1,2,0,1762,40,1
29,1,128604,4,9,1,2,3,2,2,0,0,40,1
38,1,65466,1,13,3,9,4,1,1,0,0,50,1
57,1,141326,4,9,1,4,3,1,2,0,0,50,1
43,4,369468,1,13,1,6,3,1,2,0,0,40,1
37,6,136137,2,10,4,9,4,1,2,0,0,40,1
30,1,236770,4,9,1,2,3,1,2,0,0,40,1
53,1,89534,4,9,1,11,3,1,2,0,0,48,1
69,0,195779,7,11,4,0,4,1,1,0,0,1,1
73,1,29778,4,9,4,3,4,1,1,0,0,37,1
22,3,153516,2,10,3,2,2,1,2,0,0,35,1
31,1,163594,4,9,3,4,4,1,1,0,0,45,1
38,1,189623,1,13,1,6,3,1,2,0,1887,40,1
50,2,343748,2,10,1,2,3,1,2,0,0,35,1
37,1,387430,2,10,1,9,3,1,2,0,0,37,1
44,5,409505,1,13,2,13,4,1,2,0,0,40,1
47,1,200734,1,13,3,5,6,5,1,0,0,45,1
27,1,115831,2,10,1,3,3,1,2,0,0,40,1
28,1,150296,6,12,3,3,4,1,1,0,0,80,1
25,1,323545,4,9,3,1,4,5,1,0,0,40,1
20,1,232577,2,10,3,3,6,1,1,0,0,40,1
51,5,152754,1,13,1,9,3,1,2,0,0,40,1
46,1,129007,1,13,1,4,3,1,2,0,1977,40,1
67,1,171584,1,13,1,13,3,1,2,6514,0,7,1
47,1,386136,4,9,1,11,3,1,2,0,0,35,1
42,1,342865,4,9,1,4,3,1,2,0,0,40,1
52,1,186785,4,9,3,4,4,1,2,0,1876,50,1
42,4,158926,6,12,2,6,6,2,1,0,0,40,16
65,0,36039,4,9,1,0,3,1,2,0,0,40,1
21,1,164019,2,10,3,10,2,5,2,0,0,10,1
50,1,88926,4,9,1,9,1,1,1,5178,0,40,1
46,1,188861,2,10,1,11,3,1,2,0,0,40,1
47,2,370119,1,13,1,4,3,1,2,15024,0,50,1
57,1,182062,13,6,1,3,3,1,2,0,0,40,1
37,1,37238,1,13,3,5,4,1,2,0,0,45,1
50,1,421132,4,9,1,2,3,1,2,0,0,40,1
58,0,178660,10,8,1,0,3,1,2,0,0,40,1
63,2,795830,12,2,4,3,6,1,1,0,0,30,36
39,1,278403,4,9,1,11,3,1,2,0,0,65,1
46,1,279661,11,14,1,6,3,5,2,0,0,35,1
36,1,113397,4,9,1,7,3,1,2,0,0,40,1
26,1,280093,15,3,1,2,3,1,2,0,1628,50,1
21,1,236696,2,10,3,3,4,1,2,0,0,57,1
41,1,265266,6,12,1,1,3,1,2,0,0,40,1
44,5,34935,2,10,3,3,2,5,2,0,0,40,1
22,1,58222,4,9,1,2,3,1,2,0,0,40,1
29,4,301010,2,10,3,14,4,5,2,0,0,60,1
29,1,419721,4,9,3,3,6,5,1,0,0,40,9
58,3,186791,2,10,1,11,1,1,1,0,0,40,1
36,2,180686,5,15,1,6,3,1,2,0,0,50,1
30,1,209103,7,11,1,5,3,1,2,0,0,48,1
37,1,32668,1,13,1,8,3,1,2,0,0,43,1
29,1,256956,7,11,3,8,4,1,2,0,0,40,1
26,1,202203,15,3,3,9,2,1,1,0,0,40,21
43,1,85995,4,9,1,4,3,1,2,0,0,45,1
49,1,125421,4,9,1,2,1,1,1,0,0,40,1
45,4,283037,1,13,1,5,3,1,2,0,0,40,1
28,1,192932,1,13,3,6,4,1,1,0,0,40,1
20,0,244689,2,10,3,0,4,1,1,0,0,25,1
51,1,179646,4,9,2,9,6,1,1,0,0,40,1
32,1,509350,2,10,1,7,3,1,2,0,0,50,5
24,1,96279,4,9,3,8,2,1,1,0,0,40,1
35,1,119098,14,16,1,6,3,1,2,7298,0,40,1
35,0,327120,6,12,3,0,4,1,2,0,0,55,1
41,6,144928,1,13,1,6,3,1,2,0,0,40,1
48,1,55237,1,13,1,2,3,1,2,0,0,45,1
61,5,101265,4,9,4,9,6,1,1,1471,0,35,1
20,1,114874,2,10,3,9,2,1,2,0,0,30,1
27,1,190525,4,9,3,4,4,1,2,0,0,50,1
55,1,121912,2,10,1,11,3,1,2,0,0,24,1
39,1,83893,4,9,1,9,3,1,2,0,0,40,1
17,0,138507,13,6,3,0,2,1,2,0,0,20,1
47,1,256522,4,9,1,7,3,1,2,0,0,40,0
52,1,168381,4,9,4,3,6,2,1,0,0,40,8
24,1,293579,4,9,3,4,2,5,1,0,0,20,1
29,1,285290,3,7,3,3,6,5,1,0,0,40,1
25,1,188488,4,9,3,8,5,1,2,0,0,40,1
20,1,324469,2,10,3,8,4,1,1,0,0,40,1
23,1,275244,4,9,3,8,4,5,2,0,0,35,1
57,1,265099,5,15,1,6,3,1,2,0,0,60,1
51,1,146767,7,11,1,6,3,1,2,0,0,40,1
33,1,40681,2,10,3,6,4,1,1,3674,0,16,1
39,1,174938,1,13,3,6,4,1,2,0,0,40,1
40,1,240124,4,9,1,5,3,1,2,0,0,40,1
71,1,269708,1,13,2,1,2,1,1,2329,0,16,1
38,6,34180,2,10,1,5,3,1,2,0,0,40,1
28,6,225904,5,15,3,6,6,1,2,0,0,40,1
57,1,89392,11,14,6,6,4,1,1,0,0,40,1
47,1,46857,2,10,2,9,4,1,2,0,0,40,1
59,6,105363,4,9,3,9,2,1,2,0,0,40,1
26,1,195105,4,9,3,4,4,4,2,0,0,40,1
35,1,184117,1,13,3,9,2,1,1,0,0,40,1
61,3,134768,1,13,1,5,3,1,2,0,0,50,6
17,0,145886,3,7,3,0,2,1,1,0,0,30,1
36,1,153078,1,13,1,5,3,2,2,0,0,60,0
62,0,225652,9,4,1,0,3,1,2,3411,0,50,1
34,1,467108,2,10,3,6,4,1,2,0,0,50,1
32,3,199765,1,13,1,2,3,1,2,7688,0,50,1
42,1,173938,4,9,4,4,2,1,1,0,0,40,1
39,1,191161,2,10,1,2,3,1,2,0,0,40,1
58,1,132606,15,3,2,8,4,5,2,0,0,40,1
61,2,30073,4,9,1,10,3,1,2,0,1848,60,1
40,1,155190,13,6,3,2,5,5,2,0,0,55,1
31,1,42900,1,13,3,1,4,1,2,0,0,37,1
36,1,191161,4,9,3,4,4,1,2,0,0,50,1
23,1,181820,2,10,3,8,2,1,2,0,0,40,1
33,1,105974,4,9,3,2,4,1,2,0,0,41,1
52,1,146378,4,9,1,2,3,1,2,0,0,40,1
22,1,103440,4,9,3,3,4,1,1,0,0,24,1
51,1,203435,2,10,2,4,6,1,1,0,0,40,17
31,4,168312,7,11,3,5,4,1,1,0,0,40,1
49,3,257764,4,9,2,5,6,1,1,0,0,40,1
49,1,171301,4,9,1,8,1,5,1,0,0,40,1
53,4,225339,2,10,4,9,4,5,1,0,0,40,1
52,1,152234,4,9,1,5,3,2,2,99999,0,40,9
20,1,444554,13,6,3,7,2,1,2,0,0,40,1
26,1,403788,6,12,3,3,2,5,2,0,0,40,1
61,0,190997,4,9,1,0,3,1,2,0,0,6,1
43,1,221550,11,14,3,3,4,1,1,0,0,30,18
46,3,98929,1,13,1,4,3,1,2,0,0,52,1
43,5,169203,7,11,3,9,4,1,1,0,0,35,1
41,1,102332,4,9,2,4,6,5,1,0,0,40,1
44,2,230684,4,9,1,11,3,1,2,0,0,55,1
54,1,449257,4,9,1,10,3,1,2,0,0,40,1
65,1,198766,11,14,1,4,3,1,2,20051,0,40,1
32,1,97429,1,13,2,5,6,1,1,0,0,40,5
25,1,208999,2,10,4,9,2,1,2,0,0,40,1
23,1,37072,1,13,3,4,4,1,2,0,0,50,1
25,5,163101,1,13,3,6,4,1,2,0,0,45,1
19,1,119075,2,10,3,7,2,1,2,0,0,50,1
37,2,137314,4,9,1,5,3,1,2,0,0,60,1
45,1,127303,2,10,3,8,2,1,2,0,0,45,1
37,1,349116,4,9,3,4,4,5,2,0,0,44,1
40,2,266324,2,10,2,5,5,1,2,0,1564,70,14
19,0,194095,2,10,3,0,2,1,2,0,0,40,1
17,1,46496,3,7,3,3,2,1,2,0,0,5,1
27,1,29904,1,13,3,1,4,1,1,0,0,40,1
40,5,289403,9,4,1,2,3,5,2,0,1887,40,0
59,1,226922,4,9,2,4,6,1,1,0,1762,30,1
19,4,234151,4,9,3,9,6,5,1,0,0,40,1
43,1,238287,13,6,3,8,4,5,2,0,0,40,1
42,1,230624,13,6,3,11,6,1,2,0,0,40,1
54,1,398212,4,9,1,11,3,5,2,5013,0,40,1
54,2,114758,11,14,1,4,3,1,2,0,0,50,1
51,1,246519,13,6,1,7,3,1,2,2105,0,45,1
50,1,137815,4,9,1,11,3,1,2,0,0,60,1
40,1,260696,4,9,3,9,4,1,1,0,0,40,1
55,1,325007,6,12,1,1,3,1,2,0,0,25,1
50,1,113176,4,9,2,9,4,1,1,0,0,40,1
31,1,66815,4,9,1,2,3,1,2,0,0,50,1
42,0,51795,4,9,2,0,6,5,1,0,0,32,1
24,1,241523,4,9,1,3,3,1,2,0,0,45,1
30,1,30226,3,7,2,4,2,1,2,0,0,40,1
39,5,352628,6,12,1,2,1,1,1,0,0,50,1
37,1,143912,4,9,2,11,4,1,2,0,0,50,1
33,1,130021,4,9,1,11,3,1,2,0,0,40,1
48,1,329778,4,9,4,3,6,1,1,0,0,40,1
43,3,196945,4,9,1,3,3,2,2,0,0,78,34
39,1,24342,1,13,1,6,3,1,2,0,0,40,1
53,1,34368,2,10,1,5,3,1,2,0,0,45,1
52,2,173839,13,6,1,5,3,1,2,0,0,60,1
28,6,73211,2,10,1,9,3,2,2,0,0,20,1
32,1,86723,4,9,3,3,4,1,2,0,0,52,1
31,1,179186,1,13,1,4,3,5,2,0,0,90,1
31,1,127610,1,13,1,6,1,1,1,0,0,40,1
47,1,115070,2,10,3,9,4,1,1,0,0,40,1
19,0,172582,2,10,3,0,2,1,2,0,0,50,1
40,1,256202,7,11,1,7,3,5,2,0,0,40,1
40,1,202872,6,12,3,9,2,1,1,0,0,45,1
41,1,184102,3,7,2,3,4,1,2,0,0,40,1
53,4,130703,4,9,1,9,3,5,2,0,0,40,1
46,1,134727,3,7,2,8,6,3,2,0,0,43,6
45,3,36228,1,13,1,10,3,1,2,4386,0,35,1
39,1,297847,8,5,1,3,1,5,1,3411,0,34,1
19,1,213644,4,9,3,8,4,1,2,0,0,40,1
57,1,173796,4,9,1,11,3,1,2,0,1887,40,1
49,1,147322,7,11,1,8,1,1,1,0,0,40,38
59,1,296253,4,9,2,5,4,1,1,0,0,40,1
